,tweet,gender,profession,ideology_binary,ideology_multiclass
74,Empezamos a reflexionar con sentido de una de las consecuencias de la SUPERLIGA. 👇👇.,1,0,1,3
75,Se traspasa bar con licencia de apertura hasta las 5 am. Tiene una barra ideal para tertulianos con ideas disparatadas.,1,0,1,3
76,"En España, esto suena a prehistoria, con una diferencia, no hubo ley ni nada similar, la deuda del fútbol profesional con el estado en el 2013 era de más de 700 millones de euros con autogestion de los clubes se pagó. Durante el Covid no se generó nada. .",1,0,1,3
77,"¡¡Enhorabuena a aficionados, jugadores, directivos y todos los estamentos del @user y el @user !!. Bienvenidos de nuevo a la máxima categoría de la mejor liga del mundo.",1,0,1,3
78,LaLiga le gana el ‘partido’ a Roja Directa: 2 años de prisión y 500.000 euros de multa por piratería via @user,1,0,1,3
79,"LaLiga crece en EEUU🇺🇲. Un mercado estratégico, exigente y lleno de oportunidades ⬇️",1,0,1,3
80,"@user Ahora diga que yo critiqué esa afirmación y esos datos. Ande. Atrévase, ""gentuza mentirosa"".",1,1,1,2
81,Un difícil escenario energético y una respuesta equivocada. Lean a @user .,1,1,1,2
82,"La inflación, el impuesto de los pobres. Hacienda aspira a recaudar 18.700 millones más en 2023 con una inflación del 5,7% y pese al frenazo del PIB",1,1,1,2
83,"Los fabricantes de coches eléctricos, abocados a comprar minas de litio.",1,1,1,2
84,@user Ninguna de esas cosas son causas de la inflación. La inflación es la pérdida de poder adquisitivo de la moneda. Los precios no suben todos a la vez si la cantidad de dinero es la misma.,1,1,1,2
85,"Según Bloomberg Economics, los demócratas podrían perder 29 escaños en el congreso de EEUU por la situación económica. Interesante análisis.",1,1,1,2
86,La patronal catalana impulsa un recurso de inconstitucionalidad contra el impuesto a las grandes fortunas. También reclama al Gobierno «respeto» hacia el empresariado y «prudencia» en sus manifestaciones públicas.,1,1,1,2
87,"Un tercio de los contratos ""indefinidos"" firmados tras la reforma laboral de [POLITICIAN] son ""fijos discontinuos"".",1,1,1,2
88,@user Aquí tienes lo que ha dicho de verdad y sin cortes.,1,1,1,2
89,"Hay una “falta de información sistemática"" en la ejecución de los fondos europeos por parte del Gobierno. FMI.",1,1,1,2
90,"@user Ladrones, dejen de robar. Traficantes, dejen de traficar. Asesinos, dejen de asesinar. Torturadores, dejen de torturar. Se lo dice el Ministerio de Igualdad.",1,1,1,2
91,"Cristina Fernández de Kirchner ejemplo de ""lucha contra los poderosos"" según Podemos. Fascinante.",1,1,1,2
92,La Seguridad Social solo sumó cinco nuevos autónomos en 2022 y cerraron 20.000 pequeños comercios.,1,1,1,2
93,"El retroceso del paro es muy débil (-0,92% mensual). Los indicios apuntan a que la destrucción de empleo de carácter cíclico (post-verano) se adelantó a septiembre y en octubre se ha normalizado. Entre los jóvenes el paro sube un 0,88%.",1,1,1,2
94,Mañana a las 8am estaré de nuevo en CNBC para comentar las perspectivas macro y de mercados.,1,1,1,2
95,El Banco de España desmonta con datos el relato de la acumulación de beneficios extraordinarios por parte de las empresas.,1,1,1,2
96,"Hablamos de monedas digitales de bancos centrales, mercados, frenazo de China y estancamiento en España a pesar del mayor estímulo de la historia. Economix. Con @user . @user . @user .",1,1,1,2
97,"@user Modere su obsesión anal. Seis millones de parados por las maravillosas políticas [POLITICAL_PARTY], gracias por recordarlo,",1,1,1,2
98,"El consumo de gas natural en Europa cae un 12% por debajo de los niveles típicos de diciembre y sigue cayendo en enero.. Las importaciones de GNL alcanzan nuevo récord, disparando los inventarios. Gracias a ello, el precio 2023-24 se queda en €64/MWh. via Morgan Stanley",1,1,1,2
99,El Gobierno libera de su impuesto a la banca a medio centenar de entidades extranjeras. [POLITICAL_PARTY] y Podemos pactan con el [POLITICAL_PARTY] no aplicarlo a entidades supervisadas por el BCE que no ingresen más de 800 millones por comisiones e intereses en España.,1,1,1,2
100,"@user Dios de mi vida. ""Si el porcentaje de grasas de un alimento pasa de 5% a 12%, el incremento es de 7%"" [POLITICIAN]. Y si pasa de 1% a 2% es un aumento de 1%, claro 🙄",1,1,1,2
101,Cinco claves económicas destacadas en el momento actual. @user .,1,1,1,2
102,"Los mismos que hicieron una campaña injusta contra el INE por el cálculo del IPC ahora dicen que es perfecto. Los mismos. El cálculo es y era correcto. Solo el cambio de política hace complicada la comparación equivalente. Por eso se analiza más la subyacente (6,2%)",1,1,1,2
103,"Sí. Los bancos centrales tienen que subir tipos y reducir el balance más, porque es mejor un mal año tras excesos encadenados que varios años de estanflación.",1,1,1,2
104,"La estadística de desempleo de noviembre no refleja al menos a otros 90.000 parados 'fantasma'. Randstad, Asempleo, CEOE y Cepyme denuncian también que las cifras de paro ""no son realistas"".",1,1,1,2
105,"@user Como decir que ""Stalin no mató a nadie. Cientos de soldados, sí""",1,1,1,2
106,"""Hacienda seguirá asfixiando a los contribuyentes con sus impuestos habituales, volverá a incrementar los que había bajado por la crisis energética e implantará algunos nuevos."". @user .",1,1,1,2
107,¿Cómo puede [HASHTAG] tener diez tipos ce cambio contra el dólar? La respuesta es sencilla. Todos esos tipos impuestos por el gobierno son formas de expropiación de la riqueza para confiscar los dólares de los exportadores y ciudadanos.,1,1,1,2
108,"El fiasco del 'sí es sí' tumba la estrategia de [POLITICIAN] de presentar sus leyes como argumento electoral. El Gobierno sufre en temas en los que se creía más fuerte: feminismo, migración y derechos, Cataluña (sedición) y corrupción. Por @user .",1,1,1,2
109,MAÑANA estaré en el especial fin de año que organiza @user con muchos invitados más.. 💥 30 de diciembre desde las 16:00 hasta las 22:00. ¡Te esperamos!.,1,1,1,2
110,Las monedas digitales de los bancos centrales son un peligroso experimento. Aquí explico por qué.,1,1,1,2
111,[POLITICIAN] cambia la estadística de empleo ante el parón del mercado laboral.,1,1,1,2
112,@user Hay dos. De septiembre y de 2022. De nada. Si a usted le parece que 11.000 okupaciones es poco...,1,1,1,2
113,Es como decir que engordar 9 kilos tras engordar 4 es adelgazar...,1,1,1,2
114,"@user Hace tiempo que se dedica usted a desinformar. Yo puse una noticia al ser publicada con su fuente y está borrada al confirmarse que era errónea. Ojalá hiciera eso usted una sola vez. Podría haberlo mencionado, pero usted a lo que se dedica es a la destrucción de carácter, triste.",1,1,1,2
115,"El expolio, lo primero. Cuánto se queda Hacienda de los premios de la Lotería de Navidad: los impuestos de cada premio.",1,1,1,2
116,"""Imprimiendo dinero para el pueblo"". Los bancos de [HASHTAG] no tienen suficiente espacio para almacenar pesos cada vez más devaluados.",1,1,1,2
117,"En el máximo reciente de coste de fletes y materias primas el IPC en España era 5% subyacente 3,3%. Tras disparar la cantidad de dinero en 2020 cuatro veces más que en el bazooka de Draghi y con tipos negativos, 6,3% subyacente. Pero no es un factor monetario porque patatas.",1,1,1,2
118,Una estrategia de transición energética equivocada. Lean @user en @user .,1,1,1,2
119,"@user Léase el hilo del tweet que citan, que no duele....",1,1,1,2
120,"3. Las cuentas de Twitter de la derecha y la ultraderecha compartieron la noticia falsa. Pero la clave de que el bulo funcionara fue que la mayoría de los medios informaron de las reacciones, dando por bueno el bulo ¿Es esto ético? Vean esta escena👇🏻.",1,2,0,0
121,Cuando dije que Felipe González tenía las manos manchadas de cal viva el periodismo corrupto puso el grito en el cielo. Barrionuevo reconoce en El País que era un jefe de los GAL y el periodismo corrupto calla…,1,2,0,0
122,"Mi análisis de las facha wars en 3 (spoiler: ojo con reírse, si están en guerra es porque están fuertes) 👇",1,2,0,0
123,"Tuvimos que cambiar de guardería a nuestros bebés porque un sicario de Inda les acosó. Jamás has criticado su presencia en La Sexta. Lamento que te insulten en Twitter y ojalá nunca te hagan lo que nos hicieron, pero puedes meterte tu hipocresía donde te quepa",1,2,0,0
124,Voy a volver a llamar a mi colega Vladímir a ver si se estira y pone unos rublos en @user 🤔,1,2,0,0
125,"“Un [POLITICAL_PARTY] experto frente a un Podemos inexperto. La intervención torpe de Llop y la delirante de su asesor torcieron esa estrategia. Ambas ponían en cuestión el espíritu de la ley, basada en el consentimiento: sólo sí es sí”. [POLITICIAN] sobre el fracaso del relato del [POLITICAL_PARTY]",1,2,0,0
126,¿Qué puede ganar Europa con la ampliación de la OTAN y la tensión con Rusia? Lo comenté en @user 👇🏾,1,2,0,0
127,"La mayoría de las agresiones sexuales no dejan lesiones físicas visibles. No lo digo yo, lo dice la macroencuesta de violencia contra la mujer 👇🏻",1,2,0,0
128,"Hay correlaciones de fuerzas y correlaciones de debilidades y lo que dice y prescribe aquí @user no solo es sensato, también es de ser buena gente.",1,2,0,0
129,Los monárquicos quieren que los españoles debatamos de si hay que reformar la monarquía. Pero el debate es qué es lo mejor para España: monarquía o república 👇🏻,1,2,0,0
130,Juan Carlos I ha recibido por parte de la justicia el mismo trato que cualquier ciudadano. Quien lo niegue es un bolivariano y un amigo de Putin. [HASHTAG]. 📺 YouTube: 📻 Spotify:,1,2,0,0
131,Ya que Telegram es TT (y eso no es poca cosa vista la tensión mediática-bélica) os recuerdo que podéis seguir a @user en Telegram. Sí sí en Telegram. Y ya os digo que Putin de momento no nos sigue 👇🏻.,1,2,0,0
132,Si [POLITICIAN] pacta con el [POLITICAL_PARTY] volver al Código Penal que permitió la sentencia de La Manada cometerá un error que pagará caro,1,2,0,0
133,Lo que hizo Zelenski en el Congreso de los Diputados tiene una fuerza ideológica bestial. Ha puesto a España a discutir sobre la Guerra Civil para favorecer sus difíciles objetivos políticos y militares.. Escribo en @user 👇🏻.,1,2,0,0
134,Yo no pretendo dar lecciones a nadie señor. Solo hago un podcast y doy mi opinión escribiendo donde me dejan. Usted escribe en un periódico franquista como ABC y en un tabloide financiado por millonarios venezolanos. Le deberían hacer a usted catedrático de periodismo por eso,1,2,0,0
135,"Hoy @user escribe muy barroco. Permítanme que intente una traducción de su mensaje al ruso-chino: O el Presidente sacrifica al [POLITICAL_PARTY] caoba (cae la dama, Perestroika) o todo será caos bajo las estrellas .",1,2,0,0
136,Que el periódico conservador más importante de Chile dedique un editorial al debate que tuvimos allí sobre la necesidad de democratizar el poder mediático revela la importancia política del asunto. Obviamente El Mercurio no desea la democratización; por eso van tirando línea,1,2,0,0
137,"El neoliberalismo es un disparate como conjunto de políticas públicas, pero su fuerza ideológica sigue siendo arrolladora 👇🏻",1,2,0,0
138,"Paradojas de la vida… Antonio García Ferreras le puso voz a Ben Bradlee en un podcast sobre el Watergate hace un tiempo. Es como si Villarejo le pusiera voz a Hank Schrader, el cuñado de Walter White en Breaking Bad…",1,2,0,0
139,Juzgan a un tipo por acosar a nuestros hijos pequeños (la fiscalía pide un año de cárcel) y la agencia pública de prensa habla de “juicio Podemos” y lo ilustra con una foto en la que salimos riéndonos. Es alucinante la falta de escrúpulos,1,2,0,0
140,@user Yo me dedicaría a deconstruirle la paella al capitán del Bígaro… En persona perdemos mucho,1,2,0,0
141,¿Qué deberían hacer el [POLITICAL_PARTY] y [POLITICAL_PARTY] para volver a gobernar? ¿Qué debería hacer la progresía mediática? Aquí doy mi opinión 👇🏻,1,2,0,0
142,"Si compras los marcos de la derecha, arrasa la derecha. Lo del chuletón al punto y las cosas que dicen Page y Lambán son precisamente eso. Aquí lo intento explicar 👇🏻",1,2,0,0
143,"1973. La federación soviética dijo que sus futbolistas no podían jugar en el estadio de Santiago “salpicado con sangre de patriotas chilenos"". La FIFA dijo que o jugaban o perdían. No jugaron pero dieron una lección moral a muchas supuestas democracias.",1,2,0,0
144,"Lo que hemos visto en Lorca es el resultado de la estrategia de la derecha política y mediática. Lanzan un bulo, los medios se hacen eco y los líderes de la derecha y la ultraderecha alientan el asalto 👇🏻",1,2,0,0
145,La encuesta de PRISA confirma algo que dicen todas las encuestas. Sin Catalunya y Euskadi [POLITICAL_PARTY] y [POLITICAL_PARTY] podrían tener mayoría absoluta. Es algo que la izquierda estatal debe asumir para construir sus alianzas 👇🏻,1,2,0,0
146,Las víctimas de los abusos sexuales de religiosos que quedarán impunes tienen derecho a contar la verdad en el Congreso 👇🏻,1,2,0,0
147,Cuando un general que estuvo al mando de todos los ejércitos te deja con esta cara 👇🏻,1,2,0,0
148,La gente lo sabe… pero a él se la suda… no viaja a Turquía…,1,2,0,0
